Q9FHH5	GDU3
Q9UJZ1	STOML2
Q99JB2	Stoml2
Q43725	OASC
Q6R053	MYB56
Q75H77	SAPK10
Q94FT2	SKIP5
O62739	RPS4Y1
Q9FS88	2MBCD
Q9FS87	IVD
Q8RWF0	RPN9A
Q9JI38	Pus3
P04794	HSP17.5-E
P13853	HSP17.6C
Q9BUV8	RAB5IF
Q9LUJ5	EBP2
Q9SUL1	RD19C
Q6NYE2	rcc2
P12236	SLC25A6
P51881	Slc25a5
Q09073	Slc25a5
Q9C9D0	SOT16
Q9FZ80	SOT17
Q90YR6	rps8
Q8EAQ9	prs
Q6C2T4	SEC24
Q9USS7	SPBC4.03c
Q86ZK8	SEC24
B0K036	Sdhaf1
Q9LTT8	VCS
Q9LTT9	VCR
O65353	RPL5A
Q9FM54	FOLB2
Q9SF23	FOLB1
Q2RQV0	rplA
P41125	RPL13
Q04931	Ssrp1
P43487	RANBP1
Q8GW31	DCP2
Q9FHK9	MED26B
Q9VQH2	Duox
Q5XEZ8	PUB2
Q8S0J7	Os01g0895100
P53078	SDT1
Q9SX78	CXE2
O04350	TFCA
P0DI75	SEC61G2
Q5W6H5	CHLG
Q5R628	LSM5
Q06GZ8	psaB
Q8S8X5	psaB
Q0G9W3	psaB
A0A334	psaB
P45434	At2g21160
P43188	ADK1
P38561	GLN4
Q6AJW3	msbA
Q6NPM8	HISN7
Q9LFY0	PTST2
P46299	RPS4
B7UKT4	rihA
B5EZA2	rihA
B1KHA5	rihA
Q0TK29	rihA
O59922	pkaR
Q9ZNU6	DET1
P29000	TIV1
Q2WAW8	groEL
P0CZ23	ACX3
Q93VB2	ATG18A
Q9C5H5	MAPKKK5
Q74AX4	der
Q9UUI3	sap145
Q94FT1	COX17-2
Q62674	Slc28a1
Q9C534	At1g30200
Q949U2	PHL6
Q3ZBE9	NSDHL
Q6YVX7	RR2
Q4GZL0	RR1
Q2HWG4	RR1
Q942A1	RR4
Q8VYA5	RS2Z33
Q94BS2	MET1
Q2V3L3	YY1
Q9LN27	TIM17-1
Q6GNY6	ostc-a
Q9FI78	HST
Q9FV50	MAP1D
O74978	SPCC1827.05c
Q9UBN7	HDAC6
Q9LU36	4CL4
Q5QN75	MKK1
Q9Y2L5	TRAPPC8
Q9SA47	MYB58
Q6K1S6	MYB30
Q70Y06	psbZ
Q9ZRX0	TCTP
Q9M5G3	TCTP
Q9ZSW9	TCTP
D4N501	PODA
P0CG53	UBB
Q5VQP7	LRR1
B1K2X7	amiE
Q55FN7	bkdB
Q9XE33	NFYC6
Q8VZ80	PLT5
O76094	SRP72
Q94F47	UBC28
Q2QZ86	ACLA-2
Q8W1S1	DGD2
Q9ZQ85	EFM
O65107	PSAN
O48802	CLMP1
Q94BR4	PRP19A
O22785	PRP19B
Q9GZT6	CCDC90B
O82337	AGP16
O54838	Dusp5
Q9DBD2	Marchf8
Q5PQ35	marchf2
O64740	SEC13B
Q9SR82	PCMP-H84
Q9C0J8	WDR33
O23225	PUB5
Q55CY9	gdt8
P51951	mnat1
Q5XIN3	Traf3ip1
P0C1I9	cyp11
Q9LY75	CYP63
P26882	PPID
P0C1I7	cyp5
Q5I0D7	Pepd
Q93Y94	RPOT1
Q5B2V1	hsp70
Q9FGQ9	FLZ1
Q9ZUU1	ADK
Q5R952	NOC3L
Q8LPQ6	ABCB28
Q9FLJ2	NAC100
P55857	SUMO1
Q9FG21	ATL71
A4YIX4	apgM
O27628	apgM1
Q4JAH5	apgM
Q84JR3	At4g21705
Q9SY97	LHCA3
Q8LL87	COMT
Q9SWC2	COMT1
O23760	COMT
F4JX00	KIN14K
Q06GK8	ndhG
Q27256	w
Q0JKM9	MAN1
P09978	hlb
O64131	yoqW
Q9ZPS4	GAD3
P10273	pol
Q9ZSA8	DLO1
O94808	GFPT2
Q9Z2Z9	Gfpt2
Q4KMC4	Gfpt2
A0A3Q8GLE8	NEPS3
Q45219	blr2146
Q49AM3	TTC31
Q0IUU4	CML2
Q9LSU1	PAE1
Q9LYW9	P58IPK
Q3E9A0	ANTR6
Q94920	porin
Q0UHC4	GUA1
O49298	PME6
Q9SY88	CSU1
Q6PHG8	polr1f
Q0WV12	ANL2
Q52MZ2	TGA10
Q8L7K9	NAD-ME2
Q8GZ79	TIC20-I
Q9FJ62	GDPDL4
Q9VZ23	Ran
Q41783	TUBB6
P29514	TUBB6
A7AMD1	BBOV_III001480
P61247	RPS3A
P29130	PHYB
Q94C27	At1g70590
P11501	HSP90AA1
A8XGH1	rpb-5
P60053	fda
Q7X911	SAC6
Q29N38	alpha-Adaptin
Q94AT1	At5g53140
Q9SR70	FKBP16-4
Q65XA0	DHAR1
Q67UK9	DHAR2
B4JG34	eca
Q9ZWB3	CKL9
Q9CAI5	CKL2
Q6K9N1	CKI1
Q9C6T7	FAX5
Q9ZU93	PUX2
O80992	PYL2
Q9FXA9	PCMP-E64
Q9FK23	MTERF8
P42742	PBF1
Q91YI0	Asl
Q9C8E6	PMI1
Q8L710	CRK17
Q8H0Y1	OEP24B
Q1H5C9	OEP24A
Q55FD6	DDB_G0268158
P55735	SEC13
Q9LTS4	BHLH41
Q8WTJ4	ubxn-6
P42495	CAD1
F4JRS4	MORC7
Q8VYU3	GCH1
Q5BJ65	h2az2
Q54RB7	shkA
Q9LZG0	ADK2
Q6NKX1	POX2
Q6NQK0	TOL4
Q9LPL6	TOL3
Q5R4W3	POLE3
Q3ZBR5	TTC1
Q99614	TTC1
O22900	WRKY23
Q9SJH7	CSY3
P17074	Rps19
Q337Y2	CAD3
Q3EDD7	At1g12340
Q8KU07	azoB
Q54VW1	DDB_G0280105
Q9LF24	LNG1
Q5JME8	DI19-5
O00141	SGK1
Q8L649	BB
Q758S3	MRPL51
P13437	Acaa2
Q757H2	CSR1
Q10138	SPAC3H8.02
Q8H1Q2	NBP35
P63694	BQ2027_MB1524
P31582	RABF2A
O24457	PDH-E1 ALPHA
Q9M2V1	NCA1
Q6ZBZ2	GER5
Q2JDQ7	clpX
Q90YT3	rpl35a
Q93XX8	At2g20490
Q9US41	urg1
Q03684	BIP4
Q920G9	Gmcl1
Q8NEA9	GMCL2
Q96IK5	GMCL1
P83686	CYB5R3
Q5RF97	ZNHIT6
Q9HD45	TM9SF3
Q5AIR7	ENG1
Q0DKE8	TAR1
Q10QL5	BIPP2C1
Q944U4	SAMS
Q0D598	WNK1
A2YMV6	WNK1
Q6GIU7	norA
Q9GQQ0	spin
Q0WPN8	PDLP7
P74214	ffh
Q0ZJ37	psbK
Q8BL03	Slc25a29
Q9ZVN9	GTF2H2
O24340	FPF1
P28187	RABA5C
P54237	PGIC1
Q9LV93	ABCF5
O35900	Lsm2
Q9M2P8	VQ25
Q9LI77	GATA
Q64RQ5	rlmF
Q9C8K7	At1g51550
O81148	PAC1
O82268	LSH3
Q19VA2	atpI
Q85X66	atpI
Q9C616	KAN2
Q8H960	TOM2B
Q9SB31	AHL3
Q9SMU7	SRP9
Q6YSY5	MTS1
P48166	rpl-36.A
Q4PJW3	CYP51A1
O49607	SBT1.6
Q10WR6	hemH
O04921	FC2
P34834	mt:ATPase6
Q1ECJ7	ARPC3
Q5H8A4	PIGG
Q4WDM5	las21
O81263	TK
O47496	COII
Q949X0	ADS3
Q8H124	At2g34460
Q5VQG8	TAR2
Q67UF5	PDIL2-3
Q9M0S5	ISA3
Q9LT79	PUB25
F4I8M8	gpmA2
Q9LM13	gpmA1
Q9SMN1	GAMMACAL2
Q1HR36	14-3-3zeta
Q9LTS3	CKX3
Q9FUJ3	CKX2
Q5Z620	CKX10
Q5ZAY9	CKX5
Q9SHZ8	PCMP-H41
Q9SDZ9	PAP2
P46486	PSAF
Q9XEX2	PRXIIB
G3CHK5	ELF5
Q22993	pmt-2
Q9C614	GULLO1
P49178	GB1
Q9SGW3	RPN12A
Q9CQ48	Nudcd2
Q9FM99	ACA8
Q84UV8	NEC3
Q10RI7	Os03g0158200
Q852S5	NDPK2
Q93ZG7	RH38
P0C032	RUB3
Q4FE45	XBAT33
B6NXD5	BABAM2
Q568D5	babam2
Q6SP92	Babam2
Q682H0	HVA22F
O81902	PUB8
Q5ZL91	INTS7
Q9SAA2	CLPP6
Q13367	AP3B2
F4I3M3	BSK7
P93647	LON1
Q43153	CYSC
Q0J032	Os09g0533400
Q9C8G9	ABCC1
Q42093	ABCC2
Q8W4R3	RH30
Q40522	RAB11D
Q9FXQ3	CPK13
Q9C512	MNS1
Q39152	FAR1
Q0WRB0	FAR5
Q29IG6	l(1)G0004
Q9VR89	l(1)G0004
Q9CPS7	Pno1
Q8VZR6	INT1
Q8VXY9	UAH
Q6DBA5	NRPD4
Q2KJ44	PTPA
Q852K3	RFC5
Q96328	SAC8
Q93Z25	At5g63180
Q936D6	ahcY
P39864	NIAA
Q43654	WSSI-2
Q8LFJ5	TRM112A
O81893	ITPK2
Q9LZD8	UGT89A2
Q60E70	BC1L4
Q6ZBF6	BIP131
O61462	RPL37A
Q5RDN9	YPEL2
Q5NYD9	selO
Q2RBJ6	Os11g0109000
Q9XIE1	SNL5
Q7XWU3	CAD6
Q8TP15	htpX2
Q9LQ68	GH3.4
Q9UW86	pph-3
Q0VN20	amiE
O22137	CRR4
Q3U0V1	Khsrp
Q99PF5	Khsrp
Q92945	KHSRP
Q54ST3	DDB_G0282237
O93530	wrn
Q9CL21	recQ
Q96JI7	SPG11
Q9LMK5	STN1
Q55DB6	ahsa
Q3EDG5	TPST
Q7XA87	FOLT1
O13801	dri1
Q1W2L8	GSH1
Q9ZNX6	GSH1
Q9SZR0	At4g29890
A0A166B1A6	NMCP1
O80942	ZFP10
A0SPJ9	NAM-2
Q9ZPR0	At2g03690
Q9ZQI8	LTPG11
Q5ZIW2	CNOT10
Q3E7D0	NAT12
Q9SCV0	BGAL12
O04059	DHBK
Q9Y2I1	NISCH
B4QIS3	Usp36
P55229	ADG2
P39868	NIA2
Q6H595	SAP17
Q9LFA4	IQM3
Q058N0	IQM5
Q652L6	MDAR3
Q43497	AFRR
Q9ZV51	ATL56
Q9FGM0	FTSH11
A2ZVG7	FTSH9
P42730	CLPB1
Q9NUP7	TRMT13
P92949	FRO2
Q9FLW2	FRO5
Q8GZM7	PIF1
Q84TV4	Os03g0818300
Q9LVN0	GDPDL7
Q8S9D1	ATC401
Q8GZ63	At5g25630
O65023	EAAC
A6QBG7	dnaJ
Q5SLW9	dnaJ1
Q6NUH2	naa40
Q53GS9	USP39
Q9M2W3	PGPS2
Q8VY93	At4g26790
Q9SJB4	At2g04570
P27490	CAB8
Q54LJ3	tsg101
Q8S8P6	At2g32630
Q50EX7	PAL1
Q9SW27	MUB3
Q7XRU4	MUB4
Q9LQ16	At1g62910
Q753Q4	RPB2
Q9VTP4	RpL10Ab
P59231	RPL10AC
P12360	CAB6A
Q9ZPX1	ARL2
O60145	ppk23
Q477Q1	rpmH
Q9M219	MTERF18
Q9CAA0	At1g79990
Q0DEC8	SS1
Q9LW62	CKL10
Q8LPJ1	CKL6
O24076	GB1
Q99KK7	Dpp3
Q9VHR8	DppIII
Q8GYL7	At5g02830
O82302	PLL1
Q75LJ3	ETFA
Q8VZM1	NAA15
P49013	EGF3
Q7G764	Os10g0113000
Q7G765	Os10g0113100
Q9LKR8	RAF1.1
Q7XU74	PEX11-4
Q6NLP2	IF3-1
Q9STY0	PEX11B
Q9LFR3	GASA14
O81472	MEKK2
Q9M0T3	MEKK3
Q5AJS6	MRD1
Q54PB2	mrd1
Q9Y4C8	RBM19
Q6CEW9	MRD1
Q9Z254	Gipc1
F4HPA7	MED10B
O48713	SMU2
Q9SJE1	CHLD
Q9LFH3	LOG4
Q8RUN2	LOG1
P0AAW4	ybhP
Q9LVZ5	PIFI
O42768	HEM2
Q94B52	IF3-4
O32234	yvaM
Q9SLG9	PIP5K5
Q9M1K2	PIP5K4
P04809	Hsp83
O23614	CTPA2
Q9SKX1	IBH1
Q93YS2	At3g63340
W8JMU7	CYP81Q32
Q95JR3	SERAC1
O88986	Gcat
Q7X8R5	Os04g0530600
F4K0A6	VIII-2
Q0WUA3	ABC4
Q9FJ76	AT5
Q5TAQ9	DCAF8
Q5U2M6	Dcaf8
Q9LYA9	CSP41A
Q67YI9	EPSIN2
P02520	HSP6834-A
Q8L7S8	RH3
Q8K1J5	Sde2
Q9FZ89	At1g28150
Q9FZD1	At1g26460
O64894	Acx
Q9SHI7	UBC34
Q9FNP4	PIA2
Q11118	wos2
A0JNI5	CLASRP
Q7X7H9	SK3
Q96MD7	C9orf85
Q8S927	ATG8C
Q42404	RNU1
Q7X9A0	RCA1
Q8VCI0	Plbd1
Q9VKB9	Rab3-GAP
O82251	TIC20-II
Q949P3	At2g17340
P46915	cotSA
Q5VRW2	NHO1
P20973	UBA1
Q9RB36	truB
A0JUU8	truB
A1R520	truB
Q8CXG9	truB
Q9P2D6	FAM135A
Q6NS59	Fam135a
O77682	AAR2
Q09305	F10B5.2
O04619	ADNT1
Q9ZPW2	APC10
Q9SA42	MED22A
Q92611	EDEM1
P52758	RIDA
O48928	CYP77A3
Q9SXJ6	CLPP3
Q9W5E1	Roc1a
A1E9Q6	rps16
Q681N2	PUB15
P25868	UBC7
Q6IN85	PPP4R3A
Q54I18	smkA
Q9VFS5	flfl
Q9WYP5	iolG
Q8T9W1	tagD
Q23868	tagC
P49362	GDCSPB
A2XNK3	ASA1
Q8LCH9	At3g53220
Q9FX43	MKK9
Q6EUN0	Os02g0581300
A5VFP2	acyP
A1A6M1	PTAC5
Q9M2C9	SKIP4
Q9SB00	PHR1
Q29090	PPP2R2A
Q8H7S7	RR21
A2XE31	RR21
Q9SGZ5	BXL7
Q9SYM0	VTE6
O82775	ATI1
Q8VY98	ATI2
Q5ZJN0	ASNSD1
P08509	NIA2
Q54MJ9	xpr1
O42706	rpl2102
Q54YG5	trappc5
Q8BG09	Tmem184b
Q7X6J9	EXPB17
Q9C969	ISS1
Q9SAU2	RPE
Q9SUG7	ATG11
Q9FVC1	SVP
Q9FUY6	J
Q69XJ0	SPX1
Q8LBH4	SPX1
B8BMI1	MCM7
P93162	CHLI
Q6ZN66	GBP6
O20231	rps4
O20106	rps4
Q75HQ3	Os05g0428100
F4IV66	RNE
Q5R7C1	EMC3
Q7TPN3	Pigv
Q84WE9	At4g35180
Q65XF2	OSA15
P18492	GSA
Q9LXE3	PUB28
Q9LSA6	PUB29
Q653U3	ARF17
A1L2I9	tmem214-b
A0JMW6	tmem214-a
Q8LQX2	ABCG32
Q7PC85	ABCG38
Q8VWJ1	HPT1
B7FA90	HPT1
Q7XDI3	GL1-5
Q5AEN1	CCP1
K4BVL1	SPA
Q9FGC7	ZEP
Q0DJS1	TOR
P46302	RPS28
Q53LY0	CLPC3
Q54C94	gefF
P42776	GBF3
Q8VYT3	At4g30520
O24617	MSH2
Q7XTY9	CCS
Q9LD47	CCS
P53797	PSY
O80642	GGB
Q84WL9	AP17
Q56XR7	STR4A
A8SE98	psbD
A7Y3C4	psbD
Q2L901	psbC
Q0ZJ24	psbC
Q42536	PORA
Q9LX33	FTA
P93227	FTA
Q5C9Z4	NOM1
Q3UFM5	Nom1
Q68FU7	Coq6
Q9Y2Z9	COQ6
Q9VMQ5	Coq6
P25535	ubiI
Q9FKY4	PILS7
F4IFC5	EMB2761
Q7TN33	Celf6
Q8S7M7	IRL5
P0DPE0	Eef1akmt4
Q5NAV3	Os01g0257400
Q8L831	NUDT3
P53487	arp2
P93654	SYP22
Q42581	PRS1
Q2HIM5	At5g03345
Q5NPF1	ZMO0785
Q8VXY4	TIP41L
P04041	Gpx1
Q9LMG8	SNAP30
Q9S7P9	SNAP33
Q5XF06	TIM44-2
Q96RT7	TUBGCP6
Q9USQ2	alp6
O04204	RPP0A
Q42112	RPP0B
Q6NNM0	TFB5
Q9LEC8	GDHB
Q852M0	GDH1
Q99P31	Hspbp1
O22218	ACA4
Q5U2N0	Ctps2
O29987	pyrG
P0A9T5	tas
J9U5U9	DAD2
O94417	cwf26
P30640	R08D7.1
Q8R149	Bud13
O22666	RGP3
Q5PNY6	PUB21
Q9C8D1	PUB20
A9L5E5	prmA
Q55FG3	tipC
Q8W3M0	EIL1B
Q9SJ56	BLH1
Q39221	STL2P
Q42972	Os12g0632700
Q9ZVJ5	SGPP
Q9NX01	TXNL4B
Q9SF33	TIM14-2
Q6P3W7	SCYL2
Q84TD8	FLXL2
O78328	TKT2
O22567	CLA1
A9L9E9	ndhE
Q6DI37	ublcp1
F6HQ26	VIT_07s0104g01170
Q7ZX23	cmpk1
Q3T0W4	PPP1R7
Q8W4N3	UBP2
Q9FPT5	UBP1
Q0JA82	KS1
A9LLI7	RRP6L2
Q852M2	Os03g0790700
Q6ZHE5	Os02g0773300
F4HYF3	DCD
P80196	RNALX
P52417	AGPP
P52416	AGPC
P55232	AGPB1
Q9SAG8	ATJ8
F4J0A8	P4H6
Q8L970	P4H7
Q9M8L3	VQ11
Q5JNC0	COQ5
P00455	PETH
Q562C4	Tmt1b
Q9DD20	Tmt1b
Q9H8H3	TMT1A
Q7ZXY0	isyna1-a
Q54N49	ino1
Q9SD33	At3g51130
Q63A05	hisC2
Q9LW20	SKL1
B9HQZ6	POPTRDRAFT_821063
C5Z7K4	Sb10g008780
Q0IGK1	MBD4L
Q8S2T0	GRIP
Q7XLP4	Os04g0386900
Q8L7R2	HSK
Q9SSM4	CHMP1B
Q10MJ1	GEP
Q6PDQ2	Chd4
P74038	rsmI
Q8NBL1	POGLUT1
A0NDG6	AGAP004267
P27665	PSBO
Q9SXY1	FAS2
F4K933	ET2
Q9C639	LHCA5
Q400K3	mhpC2
Q8C8T8	Tsr2
Q1ZXQ1	fah
Q3BAN6	atpE
Q8VY80	FLZ5
Q94BQ3	ASG2
Q9LV14	ELF5
Q6DIR8	pald1
Q8JHZ8	PALD1
Q54IP0	dnajc7
Q3AQ69	Cag_1601
Q6EUK7	PUB4
Q54PE0	pwp2
Q41008	ACCA
Q9LD43	CAC3
Q93W77	NIFU1
Q54Y26	ndrA
B7VM91	sthA
Q9LQK7	ABCI7
Q8CFI0	Nedd4l
Q96PU5	NEDD4L
Q9S777	4CL3
Q42982	4CL2
Q66HF8	Aldh1b1
Q8L4N1	PHOS34
Q9C6X2	SCAMP4
Q9M331	NPF5.7
P0CI03	NPF5.6
C7A2A0	BALDH
Q9LZF6	CDC48E
Q7F9U3	ETFB
Q9XTQ7	zipt-7.2
Q8GXX7	ZFN1
Q8LC68	NRP2
B8AEC1	OsI_07785
P27254	argK
Q9M0U9	SKIP19
Q9M0U8	FBL21
Q5Z4U5	GATA20
Q9XJ36	CLPR2
Q9FRA7	Os05g0151300
A2XFB7	PRR73
Q9D4H7	Lonrf3
Q17RB8	LONRF1
Q54TR1	cfaD
Q292F9	GA15091
Q6Z437	MPK3
Q84W55	IP5P15
Q96300	GRF7
Q9Y6Y8	SEC23IP
P34842	COIII
P87027	spg1
Q0AIY0	dnaJ
Q0ZJ40	psbA
B1ZUS0	dnaJ
Q70Y17	psbA
A5JTQ3	Xyl2
Q84MA5	CAT1
Q5N800	NYC1
Q8W1E3	CDF1
Q9CPY6	Gid4
Q6K9G1	AMT1-2
Q9M291	SEC24B
Q93Y40	ORP3C
Q9SX31	PERK9
Q9S7Q2	PTAC2
Q8W4B1	RCF3
Q0JFN7	Os01g0970600
Q5KS41	WSD11
Q42699	METE
Q8BGC9	Creg2
O88668	Creg1
Q9C983	WRKY57
Q9FL26	WRKY8
Q9FGZ4	WRKY48
Q9XGV9	COMT2
O04385	IEMT1
Q9LVE2	B'ZETA
Q8RXG3	MKK5
Q38826	IAA8
Q99JH1	Rpp25l
Q9LIH5	At3g18640
Q05B51	FDX2
Q7SCY7	sym-1
Q54FR4	DDB_G0290631
Q556Y4	cak1-1
Q556Y4	cak1-2
Q06486	Csnk1d
Q5ZLL1	CSNK1E
Q6AXT7	Rbm42
Q0P5L0	RBM42
Q8BNU0	Armc6
Q5RD03	ARMC6
Q9FKT8	COX15
Q6NXE6	ARMC6
B6SXF8	VP15
Q6YVX4	Os02g0558300
Q28346	RPL4
Q9FI73	At5g48970
P51687	SUOX
F4IJ08	At2g40900
Q9SUF1	At4g08290
Q9LPF1	At1g44800
Q8LGU7	TRZ1
Q3SMK1	groEL
Q9FK81	At5g22580
Q9C660	PERK10
O22929	BLOS1
Q9S713	STN7
Q9LZW3	PUB16
P28523	ACK2
P0C588	Cnnm4
Q9LSU3	PAA1
O60524	NEMF
Q9SRV2	SUVR3
Q0WKV3	At1g12300
Q9FKP0	PSRP6
Q5RCJ4	DPY19L3
Q8GWL2	At2g30270
Q6ETL2	TULP4
P73625	mutS2
A4R1J7	SEC23
Q5R9P3	SEC23A
A5UMN6	dadD
P31541	CD4A
O23300	ECI3
Q8BJ34	Marf1
Q9LXJ1	BIC1
Q4PEQ5	MCA1
Q6Z7L3	Os02g0774100
Q6NPL9	PLP3A
Q8LCV1	PLP3B
Q84KJ6	AMT3-1
Q8S230	AMT2-2
Q9M6N7	AMT2
Q5BJZ6	Carnmt1
Q9LVM5	TTL
P92964	RS31
Q9ZPX8	RS31A
Q9FH05	SCPL42
Q9M2F8	CCR4-2
B9EXM2	CARB
Q54ZG7	DDB_G0277575
D2K8N5	TAP46
Q9FKS8	LHT1
Q5RC21	TSNAX
Q18786	snr-4
Q9ZT87	PEL1
P20707	sucA
Q9CAL8	PERK13
F4JVN6	TPP2
P58465	Ctdspl
Q8BG15	Ctdspl2
Q500Z2	PAT15
Q9Y5Q8	GTF3C5
F4I6E6	At1g30660
Q8VZQ4	B''GAMMA
Q9XGR4	B''ALPHA
Q8VY00	ESP3
F4IJV4	MEE29
Q28BM0	dym
Q6DCP6	dym
Q2JKE8	metE
Q9CY45	Eef1akmt1
Q5ZKT6	EEF1AKMT1
Q17QF2	EEF1AKMT1
Q94BZ5	HSFA5
Q6K6S5	HSFA5
P00070	CYTC1
O82515	CAD1
Q42609	PAL
Q9W2U4	PPP4R2r
Q8VBT1	Txlnb
Q7XN11	OSL2
Q19967	sec-61.G
Q8VYN2	PVA42
Q1ECE0	PVA41
Q94AP0	ALN
Q9BY12	SCAPER
F4JEQ1	GDPDL5
O64862	NCS6
Q10233	rpc2
O73944	pcp
Q667T6	pcp
Q42569	CYP90A1
Q8W234	SEU
Q56WL5	ZPR4
A4FVR1	GIP1L
Q2QX45	CPK28
B2RJX3	ptpA
Q80YA7	Dpp8
Q5ZKA3	CWC22
Q852U6	RHY1A
Q949Q7	SCPL29
Q8DLQ0	mrnC
Q9LQI7	At1g17350
Q5EFU4	CRD1
Q0IAL0	acsF
Q945B7	CRD1
Q9SJI9	PCO4
Q8GW19	FACE2
Q8GXP1	MAG2L
O80634	PNSL1
Q40193	RAB11C
Q44473	ttuE
Q94KU5	PAP3
O82291	PAP3
Q75HE6	Os03g0815200
O80585	MTHFR2
Q5F471	PPP6R3
Q9UPN7	PPP6R1
Q69XV9	EXPA16
Q9SZM1	EXPA20
O49423	POT9
Q9SKE2	JAR1
Q9FZD0	At1g26450
Q9XHH3	CAT2
Q9Y263	PLAA
O94289	lub1
P27612	Plaa
Q9FFU6	At5g54830
Q96301	SPY
Q8GVP6	PDRP1
P93026	VSR1
Q9FMD9	GLN1-4
A0A2U7XUH7	CHIL1
P42435	nasD
Q8S3C9	DRP1D
Q9FQ08	KU70
Q8RWN2	ZIF1
Q9LFN3	At5g11230
O82802	SIR1
Q9AWB2	SIR
Q55DQ5	med7
Q658H5	Os06g0129400
O04603	RPL5
P41887	swo1
Q8LEQ4	DPMS3
Q9SRQ3	PEX19-1
Q69RJ0	GLU
Q9ZNZ7	GLU1
Q43155	FdGOGAT
Q9CAR0	NAC032
Q7F2L3	NAC048
Q96S55	WRNIP1
P52777	PAL
Q9FH82	PAE11
Q9LJD7	COP10
P52483	Ube2e3
Q93YU5	SEC8
Q08586	FCPC
A0B6K6	aroB'
A2SU08	aroB'
Q58646	aroB'
O80910	TOL6
Q9M841	PEX12
Q9H6U6	BCAS3
A0A0S2UWC9	CCOAOMT1
Q9SLA2	VHA-c''2
Q9C503	NDF5
Q27497	gsp-1
O49160	TIF3C1
Q8L844	CRP1
A0A1D6IEG9	CRP1
Q84ZD2	Os07g0548300
P52556	BLVRB
O13899	crd1
P24922	EIF-5A2
A0JPP1	Drap1
Q14919	DRAP1
F4HZC3	GUX5
O97159	Mi-2
Q9SID0	At2g31390
Q9SV84	NIP5-1
Q0IWF3	NIP3-1
O64876	NTAN1
P19943	RPLP2
Q9M0X8	BHLH114
Q9FKY5	MLO10
O22815	MLO5
Q8L9J9	At4g34215
Q9C774	RPN8B
Q67YM6	DIR11
Q9SHJ8	At1g06550
Q94C60	At5g63670
Q5ZI43	SNUPN
Q94A34	SFH12
P49165	RPL4
Q42948	DHPS1
Q9M0G0	GGT3
P0CB17	At3g50810
Q9M9H7	SOL1
Q9FK51	At5g18200
Q9XER8	RAB7
P38166	SFT2
P54260	GDCST
A0JJX5	SYT4
Q9LT10	CXE18
P29675	SF3
Q94JX5	WLIM1
Q75L11	Os05g0113900
Q7QFL7	mal
P41745	TEF
Q01765	TEF
Q6INR1	eif3j
B4KTH6	eIF3j
B4J4E7	eIF3j
Q3MKM6	EMB2271
B6TTV8	WTF1
Q6H7P8	SAP4
F4K5T4	At5g28040
Q9FVW3	MES14
Q9LXV3	DIT1
Q41364	DIT1
O81146	PAA1
Q940M0	GDP1
Q56ZZ7	At5g16150
Q02283	HAT5
Q9FT36	TBA
Q9LUJ4	At3g22670
Q9FFY9	TRP4
Q57301	galE
Q60DN5	PROT1
O22150	SAUR36
B7TWW5	SQE2
Q93WV4	WRKY71
Q8L936	At4g40080
Q6NUW9	fggy
A2AJL3	Fggy
Q9SW33	At4g24930
Q6CFJ0	FIS1
Q96RL7	VPS13A
Q9ST62	NDB1
Q70Z53	FRA10AC1
Q8BP78	Fra10ac1
Q9BRX9	WDR83
Q9LW77	HRD1A
P30181	TOP1A
O64722	ZHD3
Q0DV66	PAO
Q9LSE4	CCB1
Q93VQ9	At1g31020
O64764	At2g35010
P0CV71	RXLR160
B0JXB7	petC
Q9SX65	DHNAT1
Q07121	maoI
Q5CCK1	CYP90A4
P29653	mt-co1
Q94BY1	At3g52155
Q9SS83	PCMP-E88
O48651	SQE1
Q9SM02	SQE1
Q8VYH2	SQE3
Q9W1U6	RpL37-2
O22582	HIS2B
O04940	CDS1
Q9LRY1	PBL25
Q6K478	Os09g0249400
Q9FH99	At5g67140
F4JML5	At4g16800
P19954	PSRP1
Q6L4D4	CML15
Q54FM3	eif2b4
P41111	EIF2B4
Q9UI10	EIF2B4
O22210	MYBC1
Q6CQE5	TAR1-A
Q6CQE5	TAR1-B
Q6CQE5	TAR1-C
Q84W65	SUFE1
P12062	CAB37
Q6YSF3	Os07g0607800
Q8VYB7	RGTA1
Q0G9L5	ndhK
Q9XGY5	TIM13
Q91WM2	Hdhd5
Q5Z5A8	HCF136
Q43072	HIS3
Q6NQ54	ENY2
Q39PS9	tolB
Q43784	WAXY
Q9LV37	MPK9
Q8GWX2	At2g21120
Q9LUI2	NET1A
Q9ZQX8	NET1C
P0CB26	At1g10890
O65693	At4g34730
Q16P20	AAEL011789
Q553V1	cs
Q9FPS2	UBP25
P46297	RPS23
Q69VG1	CIGR1
Q8S2E5	Os01g0723600
O49814	CA2
B3SGL0	BHY
O18601	Urod
P46791	RPS2
Q2TBQ8	PGLS
Q6Z9C3	Os08g0547100
Q69NG5	Os09g0529100
O65420	VAL3
P04635	lip
P82874	TOM20-3
Q5JJI4	TOM20
O64650	RPS27A
Q96564	RPS27
Q6IDB6	TAD2
O81208	OHP1
A8XJZ8	lst-2
Q940J1	ATHB-16
Q9LYW5	LUL1
Q5SWD9	Tsr1
Q292Q0	SERCA
Q2QZF2	PIK5-NP
Q9LVJ3	RSH2
